index,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
9565,2021,AL,Alabama,Talladega,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.8,,,6.9,8.8,"81,524",1121,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-86.1759302 33.3693135)
9569,2021,AL,Alabama,Cullman,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,32.0,,,27.1,37.1,"89,496",1043,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-86.8692666 34.1319229)
9570,2021,AL,Alabama,Bullock,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,19.2,,,15.7,23.6,"10,320",1011,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-85.7172613 32.1017589)
9577,2021,AL,Alabama,Winston,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.6,,,82.7,88.3,"23,652",1133,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-87.3653458 34.1545665)
9584,2021,AL,Alabama,Monroe,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,7.7,,,6.7,8.7,"19,648",1099,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-87.3832656 31.5803324)
9588,2021,AL,Alabama,Choctaw,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,12.4,,,10.6,14.1,"12,533",1023,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-88.2488894 31.9909539)
9594,2021,AL,Alabama,Limestone,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.1,,,6.4,7.9,"107,517",1083,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.9813995 34.8102387)
9597,2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.2,3.9,"19,648",1099,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-87.3832656 31.5803324)
9599,2021,AL,Alabama,Blount,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.0,,,8.8,11.3,"59,041",1009,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-86.56644 33.9773575)
9603,2021,AL,Alabama,Pike,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.3,,,16.8,22.0,"32,991",1109,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.9416076 31.7986533)
9605,2021,AL,Alabama,Franklin,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,16.7,,,13.5,20.3,"32,013",1059,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-87.8428144 34.4419892)
9607,2021,AL,Alabama,Perry,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,33.1,,,29.0,37.5,"8,355",1105,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-87.2938269 32.6390053)
9608,2020,AL,Alabama,Butler,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.1,,,72.0,78.1,"18,884",1013,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-86.6819689 31.751667)
9613,2020,AL,Alabama,Escambia,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,34.9,,,29.6,40.7,"36,699",1053,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-87.1684097 31.1222867)
9614,2021,AL,Alabama,Randolph,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,23.0,,,19.5,26.5,"21,989",1111,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-85.4640637 33.2964614)
9621,2021,AL,Alabama,Pike,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.7,,,6.4,9.3,"32,991",1109,HLTHOUT,COPD,CrdPrv,COPD,POINT (-85.9416076 31.7986533)
9622,2021,AL,Alabama,Geneva,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,21.3,,,17.3,25.5,"26,701",1061,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-85.8210224 31.0923822)
9624,2021,AL,Alabama,Dale,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.3,,,12.4,18.7,"49,342",1045,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-85.609476 31.4306536)
9625,2021,AL,Alabama,Bibb,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.7,,,5.9,7.6,"22,477",1007,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-87.1271475 33.0158929)
9633,2021,AL,Alabama,Franklin,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,6.8,,,5.9,7.8,"32,013",1059,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-87.8428144 34.4419892)
9634,2021,AL,Alabama,Lee,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.2,6.6,"177,218",1081,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-85.3530477 32.6040644)
9643,2021,AL,Alabama,Walker,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.1,,,31.3,44.9,"64,818",1127,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-87.3010936 33.7915581)
9645,2021,AL,Alabama,Lauderdale,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,16.2,,,13.2,19.8,"94,043",1077,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-87.6509966 34.9041221)
9647,2021,AL,Alabama,Winston,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,28.4,41.1,"23,652",1133,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-87.3653458 34.1545665)
9648,2021,AL,Alabama,Monroe,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.4,,,9.7,13.2,"19,648",1099,HLTHOUT,COPD,CrdPrv,COPD,POINT (-87.3832656 31.5803324)
9650,2021,AL,Alabama,Colbert,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,9.1,11.9,"57,474",1033,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-87.8014569 34.703112)
9655,2020,AL,Alabama,Geneva,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.9,,,79.2,84.3,"26,701",1061,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-85.8210224 31.0923822)
9658,2021,AL,Alabama,Conecuh,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,12.7,16.9,"11,328",1035,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-86.9887221 31.4309257)
9660,2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.8,,,7.5,10.3,"15,147",1129,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-88.2124041 31.4085035)
9663,2021,AL,Alabama,Lee,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,14.8,20.3,"177,218",1081,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-85.3530477 32.6040644)
9664,2021,AL,Alabama,Tallapoosa,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.1,,,16.4,21.9,"41,023",1123,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-85.7996176 32.8633076)
9672,2020,AL,Alabama,Colbert,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,72.2,,,68.1,76.0,"57,474",1033,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-87.8014569 34.703112)
9673,2021,AL,Alabama,Mobile,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.4,,,83.8,88.6,"413,073",1097,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-88.1965682 30.6845725)
9679,2021,AL,Alabama,Pike,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,20.6,,,17.6,23.9,"32,991",1109,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-85.9416076 31.7986533)
9685,2021,AL,Alabama,Calhoun,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.3,,,70.5,79.8,"115,972",1015,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-85.8279089 33.7705162)
9692,2021,AL,Alabama,Cherokee,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,33.4,,,28.8,38.4,"24,996",1019,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.6542417 34.0695153)
9703,2020,AL,Alabama,Mobile,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,71.7,,,69.3,73.8,"413,073",1097,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-88.1965682 30.6845725)
9706,2021,AL,Alabama,Mobile,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.5,,,3.1,3.9,"413,073",1097,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-88.1965682 30.6845725)
9709,2020,AL,Alabama,Pike,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,44.0,,,36.9,51.4,"32,991",1109,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-85.9416076 31.7986533)
9714,2020,AL,Alabama,Autauga,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,12.1,,,8.2,16.6,"59,095",1001,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-86.6464395 32.5322367)
9716,2021,AL,Alabama,Madison,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.6,,,6.6,10.8,"395,211",1089,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-86.5510802 34.7642377)
9717,2021,AL,Alabama,Jefferson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,10.4,,,8.1,12.8,"667,820",1073,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-86.8965359 33.5534439)
9720,2021,AL,Alabama,Randolph,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,14.9,,,12.1,18.3,"21,989",1111,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-85.4640637 33.2964614)
9723,2021,AL,Alabama,Randolph,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.2,,,6.9,9.7,"21,989",1111,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-85.4640637 33.2964614)
9725,2021,AL,Alabama,Lowndes,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.9,,,9.1,12.6,"9,965",1085,HLTHOUT,COPD,CrdPrv,COPD,POINT (-86.6505859 32.147888)
9733,2021,AL,Alabama,Chambers,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,32.7,,,28.0,37.5,"34,541",1017,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.3940321 32.9155039)
9734,2021,AL,Alabama,Russell,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,78.5,,,73.9,82.8,"58,722",1113,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-85.1869798 32.2898113)
9735,2021,AL,Alabama,Mobile,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,22.6,,,19.6,25.9,"413,073",1097,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-88.1965682 30.6845725)
9736,2020,AL,Alabama,DeKalb,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,80.0,,,77.3,82.5,"71,813",1049,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-85.8040207 34.4609148)
9740,2021,AL,Alabama,Russell,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.1,,,10.7,15.9,"58,722",1113,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-85.1869798 32.2898113)
9742,2020,AL,Alabama,Bullock,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.1,,,71.7,78.3,"10,320",1011,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-85.7172613 32.1017589)
9744,2021,AL,Alabama,Cullman,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,35.5,,,31.2,39.9,"89,496",1043,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-86.8692666 34.1319229)
9746,2021,AL,Alabama,Tuscaloosa,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.0,,,5.5,6.7,"227,007",1125,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-87.5227834 33.2902197)
9748,2021,AL,Alabama,Lauderdale,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,8.6,,,7.1,10.1,"94,043",1077,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-87.6509966 34.9041221)
9752,2021,AL,Alabama,Lawrence,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.8,,,19.7,26.5,"33,090",1079,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-87.3218651 34.529776)
9759,2021,AL,Alabama,Washington,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.9,,,9.6,12.5,"15,147",1129,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-88.2124041 31.4085035)
9760,2020,AL,Alabama,Dale,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,36.0,,,30.1,42.3,"49,342",1045,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-85.609476 31.4306536)
9765,2021,AL,Alabama,Shelby,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,31.6,,,27.6,35.8,"226,902",1117,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-86.6780894 33.2630428)
9773,2021,AL,Alabama,Clay,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,16.4,,,14.0,19.1,"14,190",1027,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-85.8635254 33.2703999)
9774,2020,AL,Alabama,Clay,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.1,,,12.6,22.1,"14,190",1027,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-85.8635254 33.2703999)
9781,2021,AL,Alabama,Madison,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.9,,,6.2,7.6,"395,211",1089,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-86.5510802 34.7642377)
9783,2021,AL,Alabama,Marshall,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,21.3,,,17.9,25.0,"98,228",1095,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-86.3216681 34.3095637)
9787,2021,AL,Alabama,Talladega,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,18.5,,,16.1,21.1,"81,524",1121,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-86.1759302 33.3693135)
9794,2020,AL,Alabama,Coffee,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,71.2,,,66.7,74.9,"54,174",1031,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-85.9896022 31.402258)
9795,2021,AL,Alabama,Elmore,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,3.9,5.3,"89,304",1051,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-86.1427347 32.597229)
9805,2021,AL,Alabama,Conecuh,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.4,,,10.8,16.4,"11,328",1035,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-86.9887221 31.4309257)
9809,2020,AL,Alabama,Walker,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,41.5,,,32.9,50.1,"64,818",1127,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-87.3010936 33.7915581)
9814,2020,AL,Alabama,Limestone,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.8,,,81.6,86.0,"107,517",1083,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-86.9813995 34.8102387)
9819,2021,AL,Alabama,Hale,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,14.5,,,11.4,17.8,"14,754",1065,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-87.6230608 32.7527958)
9821,2021,AL,Alabama,Jefferson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,85.5,,,82.9,88.0,"667,820",1073,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-86.8965359 33.5534439)
9831,2020,AL,Alabama,Jefferson,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,86.9,,,85.3,88.5,"667,820",1073,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-86.8965359 33.5534439)
9834,2021,AL,Alabama,Marengo,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.9,,,16.3,23.9,"18,996",1091,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-87.791091 32.2475911)
9838,2021,AL,Alabama,Montgomery,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,67.9,,,63.3,72.5,"227,434",1101,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-86.2044615 32.2028812)
9844,2021,AL,Alabama,Marion,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,64.2,,,59.0,69.0,"29,246",1093,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-87.881551 34.1382194)
9845,2021,AL,Alabama,Bullock,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,20.0,,,17.2,22.8,"10,320",1011,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-85.7172613 32.1017589)
9848,2021,AL,Alabama,Escambia,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,20.9,,,18.3,23.7,"36,699",1053,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.1684097 31.1222867)
9851,2021,AL,Alabama,Clay,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,18.1,,,15.8,20.7,"14,190",1027,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-85.8635254 33.2703999)
9854,2021,AL,Alabama,Monroe,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.9,,,11.3,17.1,"19,648",1099,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-87.3832656 31.5803324)
9858,2021,AL,Alabama,Bibb,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.4,,,10.6,14.4,"22,477",1007,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-87.1271475 33.0158929)
9859,2021,AL,Alabama,Pickens,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,6.3,,,5.5,7.1,"18,801",1107,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-88.0968644 33.2968003)
9860,2021,AL,Alabama,Jackson,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,22.9,,,19.2,27.1,"52,773",1071,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-85.9800556 34.764114)
9868,2021,AL,Alabama,Montgomery,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,18.7,,,16.1,21.6,"227,434",1101,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-86.2044615 32.2028812)
9869,2021,AL,Alabama,Fayette,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,85.3,,,82.4,88.0,"16,148",1057,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-87.7642923 33.7161568)
9877,2021,AL,Alabama,Dale,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.2,,,11.4,15.2,"49,342",1045,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-85.609476 31.4306536)
9878,2020,AL,Alabama,Clay,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.4,,,66.9,75.4,"14,190",1027,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-85.8635254 33.2703999)
9880,2020,AL,Alabama,Barbour,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,81.2,,,78.9,83.2,"24,964",1005,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-85.4051035 31.8702531)
9882,2020,AL,Alabama,Marshall,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,37.9,,,36.2,39.4,"98,228",1095,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-86.3216681 34.3095637)
9884,2021,AL,Alabama,Marshall,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,8.0,,,6.5,9.5,"98,228",1095,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-86.3216681 34.3095637)
9886,2020,AL,Alabama,Hale,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.2,,,81.1,85.1,"14,754",1065,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-87.6230608 32.7527958)
9888,2021,AL,Alabama,Washington,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,8.7,,,7.7,9.9,"15,147",1129,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-88.2124041 31.4085035)
9889,2021,AL,Alabama,DeKalb,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,34.5,,,29.9,39.4,"71,813",1049,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-85.8040207 34.4609148)
9894,2020,AL,Alabama,Choctaw,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,32.0,,,26.7,37.2,"12,533",1023,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-88.2488894 31.9909539)
9897,2021,AL,Alabama,Henry,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,33.0,,,28.1,38.2,"17,459",1067,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-85.2399712 31.5169779)
9898,2021,AL,Alabama,Tallapoosa,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,35.5,,,29.9,41.4,"41,023",1123,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-85.7996176 32.8633076)
9900,2020,AL,Alabama,Mobile,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.3,,,82.4,86.0,"413,073",1097,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-88.1965682 30.6845725)
9903,2021,AL,Alabama,Cherokee,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.3,,,4.5,6.2,"24,996",1019,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-85.6542417 34.0695153)
9908,2021,AL,Alabama,Baldwin,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,15.0,,,11.7,18.6,"239,294",1003,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-87.7460666 30.6592183)
9915,2021,AL,Alabama,Greene,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,22.0,,,19.0,24.9,"7,629",1063,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-87.9642005 32.8444965)
9918,2021,AL,Alabama,Marengo,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,11.3,,,9.9,12.9,"18,996",1091,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-87.791091 32.2475911)
9924,2020,AL,Alabama,Russell,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,74.1,,,70.6,77.4,"58,722",1113,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-85.1869798 32.2898113)
9931,2021,AL,Alabama,Colbert,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.0,,,8.5,13.9,"57,474",1033,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-87.8014569 34.703112)
